KODE_KAB,KABUPATEN,JENJANG_PENDIDIKAN,PCT_BERAT
3315,"Kab. Grobogan, Jawa Tengah",Jenjang Pendidikan SMA,3.0369
1506,"Kab. Tanjung Jabung Timur, Jambi",Jenjang Pendidikan SMA,2.9412
3375,"Kota Pekalongan, Jawa Tengah",Jenjang Pendidikan SMA,2.9412
8206,"Kab. Halmahera Timur, Maluku Utara",Jenjang Pendidikan SMA,2.9126
3328,"Kab. Tegal, Jawa Tengah",Jenjang Pendidikan SMA,2.9101
7210,"Kab. Sigi, Sulawesi Tengah",Jenjang Pendidikan SMA,2.8571
6201,"Kab. Kotawaringin Barat, Kalimantan Tengah",Jenjang Pendidikan SMA,2.8409
5201,"Kab. Lombok Barat, Nusa Tenggara Barat",Jenjang Pendidikan SMA,2.8391
1601,"Kab. Ogan Komering Ulu, Sumatera Selatan",Jenjang Pendidikan SMA,2.8391
7302,"Kab. Bulukumba, Sulawesi Selatan",Jenjang Pendidikan SMA,2.8351
6304,"Kab. Barito Kuala, Kalimantan Selatan",Jenjang Pendidikan SMA,2.8037
1408,"Kab. Bengkalis, Riau",Jenjang Pendidikan SMA,2.7821
6503,"Kab. Tana Tidung, Kalimantan Utara",Jenjang Pendidikan SMA,2.7778
1401,"Kab. Kuantan Singingi, Riau",Jenjang Pendidikan SMA,2.7586
3671,"Kota Tangerang, Banten",Jenjang Pendidikan SMA,2.7254
1509,"Kab. Bungo, Jambi",Jenjang Pendidikan SMA,2.6923
3278,"Kota Tasikmalaya, Jawa Barat",Jenjang Pendidikan SMA,2.6667
6472,"Kota Samarinda, Kalimantan Timur",Jenjang Pendidikan SMA,2.6667
7208,"Kab. Parigi Moutong, Sulawesi Tengah",Jenjang Pendidikan SMA,2.6578
3516,"Kab. Mojokerto, Jawa Timur",Jenjang Pendidikan SMA,2.6549
7108,"Kab. Kepulauan Sitaro, Sulawesi Utara",Jenjang Pendidikan SMA,2.6316
7310,"Kab. Barru, Sulawesi Selatan",Jenjang Pendidikan SMA,2.6144
7602,"Kab. Polewali Mandar, Sulawesi Barat",Jenjang Pendidikan SMA,2.5751
3513,"Kab. Probolinggo, Jawa Timur",Jenjang Pendidikan SMA,2.5641
1312,"Kab. Pasaman Barat, Sumatera Barat",Jenjang Pendidikan SMA,2.5455
